PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412,CGPA
12.0,11.0,11.0,6.0,10.0,11.0,10.0,10.0,11.0,7.0,12.0,10.0,11.0,10.0,5.0,10.0,6.0,7.0,8.0,8.0,7.0,8.0,9.0,7.0,11.0,10.0,11.0,11.0,11.0,11.0,8.0,11.0,8.0,11.0,11.0,8.0,11.0,11.0,11.0,8.0,11.0,3.271
9.0,8.0,11.0,6.0,10.0,12.0,8.0,7.0,8.0,6.0,11.0,9.0,6.0,10.0,4.0,8.0,5.0,8.0,7.0,8.0,5.0,5.0,11.0,5.0,10.0,6.0,9.0,6.0,8.0,9.0,7.0,8.0,5.0,6.0,6.0,7.0,11.0,11.0,7.0,8.0,11.0,2.605
11.0,8.0,11.0,12.0,8.0,11.0,5.0,11.0,11.0,8.0,11.0,8.0,11.0,11.0,7.0,11.0,4.0,7.0,6.0,11.0,6.0,9.0,4.0,6.0,9.0,8.0,8.0,8.0,11.0,8.0,11.0,11.0,6.0,10.0,11.0,9.0,11.0,11.0,10.0,11.0,11.0,3.058
11.0,10.0,11.0,10.0,8.0,11.0,8.0,9.0,10.0,4.0,11.0,10.0,8.0,10.0,5.0,10.0,4.0,5.0,8.0,11.0,5.0,5.0,6.0,5.0,11.0,5.0,9.0,5.0,9.0,8.0,9.0,8.0,4.0,6.0,8.0,8.0,9.0,11.0,8.0,7.0,11.0,2.687
12.0,11.0,12.0,6.0,11.0,11.0,11.0,10.0,11.0,8.0,12.0,11.0,12.0,12.0,11.0,10.0,10.0,7.0,9.0,11.0,11.0,9.0,12.0,7.0,11.0,8.0,11.0,12.0,12.0,8.0,10.0,11.0,11.0,9.0,10.0,8.0,10.0,11.0,9.0,9.0,11.0,3.432
11.0,11.0,11.0,8.0,8.0,10.0,9.0,8.0,6.0,3.0,12.0,10.0,7.0,11.0,4.0,9.0,6.0,5.0,5.0,8.0,6.0,7.0,11.0,6.0,11.0,8.0,10.0,10.0,6.0,7.0,8.0,10.0,6.0,8.0,9.0,5.0,11.0,9.0,8.0,10.0,11.0,2.785
12.0,11.0,11.0,11.0,11.0,6.0,11.0,11.0,8.0,12.0,11.0,5.0,11.0,12.0,7.0,12.0,8.0,10.0,11.0,11.0,11.0,10.0,8.0,8.0,11.0,8.0,11.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0,6.0,8.0,11.0,11.0,11.0,8.0,10.0,3.328
10.0,11.0,11.0,9.0,8.0,12.0,8.0,6.0,9.0,4.0,12.0,8.0,7.0,12.0,4.0,9.0,5.0,7.0,6.0,9.0,6.0,7.0,7.0,7.0,11.0,5.0,8.0,9.0,9.0,7.0,8.0,11.0,6.0,6.0,11.0,5.0,12.0,11.0,7.0,8.0,10.0,2.756
10.0,10.0,9.0,9.0,9.0,11.0,9.0,11.0,9.0,7.0,12.0,7.0,8.0,10.0,11.0,9.0,6.0,7.0,8.0,11.0,7.0,7.0,8.0,8.0,11.0,9.0,11.0,10.0,11.0,11.0,10.0,8.0,7.0,7.0,10.0,5.0,11.0,11.0,9.0,8.0,12.0,3.043
8.0,12.0,10.0,12.0,11.0,12.0,7.0,8.0,7.0,3.0,8.0,8.0,12.0,11.0,3.0,9.0,7.0,4.0,8.0,7.0,6.0,8.0,5.0,5.0,9.0,4.0,9.0,4.0,8.0,6.0,10.0,8.0,5.0,7.0,7.0,4.0,7.0,10.0,7.0,4.0,7.0,2.44
12.0,9.0,12.0,12.0,11.0,11.0,10.0,11.0,10.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,7.0,12.0,9.0,12.0,11.0,10.0,9.0,7.0,11.0,11.0,12.0,9.0,9.0,9.0,11.0,12.0,8.0,12.0,8.0,11.0,9.0,11.0,11.0,11.0,11.0,3.512
5.0,3.0,4.0,6.0,3.0,11.0,3.0,3.0,6.0,4.0,4.0,7.0,7.0,4.0,7.0,3.0,7.0,4.0,3.0,5.0,5.0,9.0,5.0,5.0,8.0,3.0,4.0,8.0,4.0,4.0,5.0,4.0,3.0,5.0,6.0,5.0,4.0,7.0,8.0,5.0,8.0,1.764
8.0,5.0,9.0,8.0,5.0,11.0,7.0,10.0,8.0,3.0,11.0,8.0,10.0,10.0,6.0,7.0,5.0,5.0,4.0,10.0,6.0,7.0,11.0,9.0,11.0,5.0,8.0,8.0,10.0,6.0,10.0,8.0,5.0,6.0,8.0,5.0,12.0,11.0,5.0,7.0,11.0,2.605
8.0,9.0,10.0,9.0,4.0,11.0,5.0,10.0,6.0,4.0,10.0,10.0,5.0,9.0,5.0,7.0,4.0,4.0,4.0,7.0,4.0,5.0,9.0,4.0,11.0,5.0,6.0,8.0,10.0,6.0,8.0,9.0,4.0,4.0,5.0,5.0,9.0,11.0,6.0,4.0,11.0,2.311
11.0,7.0,11.0,12.0,10.0,6.0,11.0,11.0,11.0,10.0,12.0,10.0,11.0,11.0,11.0,11.0,5.0,8.0,12.0,12.0,8.0,11.0,8.0,8.0,10.0,11.0,11.0,10.0,11.0,10.0,11.0,12.0,11.0,12.0,11.0,8.0,11.0,12.0,9.0,11.0,11.0,3.479
11.0,9.0,11.0,12.0,10.0,12.0,12.0,11.0,11.0,9.0,6.0,11.0,8.0,12.0,7.0,10.0,9.0,9.0,9.0,11.0,8.0,10.0,10.0,6.0,11.0,11.0,10.0,11.0,10.0,8.0,11.0,12.0,10.0,8.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,3.447
12.0,11.0,12.0,6.0,12.0,6.0,12.0,11.0,11.0,9.0,6.0,11.0,11.0,6.0,11.0,12.0,8.0,8.0,11.0,11.0,11.0,12.0,11.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,11.0,12.0,6.0,11.0,11.0,12.0,11.0,12.0,12.0,3.751
10.0,4.0,5.0,10.0,8.0,12.0,8.0,8.0,9.0,7.0,12.0,5.0,7.0,10.0,4.0,9.0,4.0,7.0,6.0,8.0,5.0,6.0,3.0,8.0,9.0,5.0,7.0,4.0,7.0,9.0,9.0,11.0,4.0,4.0,6.0,5.0,11.0,11.0,6.0,7.0,10.0,2.484
11.0,9.0,10.0,11.0,11.0,12.0,9.0,9.0,8.0,11.0,8.0,10.0,5.0,11.0,4.0,8.0,6.0,11.0,7.0,4.0,7.0,5.0,11.0,5.0,11.0,5.0,8.0,5.0,4.0,11.0,6.0,8.0,4.0,6.0,7.0,3.0,12.0,11.0,8.0,4.0,10.0,2.704
8.0,8.0,8.0,6.0,5.0,11.0,10.0,7.0,10.0,5.0,10.0,4.0,9.0,11.0,11.0,5.0,4.0,4.0,7.0,9.0,4.0,9.0,11.0,6.0,11.0,8.0,8.0,10.0,11.0,11.0,11.0,8.0,7.0,8.0,8.0,6.0,10.0,12.0,8.0,8.0,11.0,2.806
12.0,5.0,11.0,6.0,11.0,6.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,6.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,7.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,3.755
11.0,11.0,11.0,9.0,10.0,11.0,11.0,11.0,9.0,7.0,12.0,8.0,10.0,12.0,7.0,11.0,5.0,9.0,7.0,10.0,8.0,8.0,4.0,6.0,9.0,6.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,4.0,9.0,6.0,12.0,11.0,8.0,4.0,8.0,2.925
11.0,11.0,12.0,10.0,8.0,12.0,11.0,9.0,6.0,6.0,12.0,11.0,7.0,6.0,10.0,12.0,4.0,11.0,11.0,8.0,11.0,11.0,11.0,9.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,8.0,12.0,11.0,12.0,11.0,12.0,3.54
11.0,7.0,11.0,11.0,6.0,9.0,7.0,11.0,9.0,3.0,11.0,10.0,4.0,12.0,5.0,5.0,4.0,3.0,4.0,9.0,4.0,4.0,4.0,5.0,11.0,4.0,6.0,6.0,7.0,8.0,8.0,9.0,5.0,4.0,5.0,3.0,10.0,11.0,7.0,6.0,10.0,2.388
12.0,11.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0,6.0,12.0,11.0,11.0,6.0,11.0,11.0,6.0,11.0,11.0,11.0,11.0,9.0,9.0,11.0,10.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,9.0,12.0,8.0,9.0,11.0,11.0,11.0,11.0,3.473
10.0,11.0,10.0,9.0,9.0,11.0,10.0,11.0,9.0,3.0,11.0,11.0,9.0,11.0,5.0,7.0,4.0,5.0,11.0,10.0,8.0,8.0,8.0,5.0,9.0,7.0,10.0,6.0,11.0,10.0,10.0,7.0,7.0,7.0,10.0,8.0,8.0,11.0,8.0,7.0,10.0,2.845
12.0,9.0,11.0,11.0,11.0,12.0,11.0,10.0,11.0,11.0,6.0,12.0,9.0,12.0,8.0,11.0,4.0,11.0,11.0,11.0,11.0,10.0,11.0,7.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,12.0,10.0,10.0,11.0,9.0,9.0,12.0,12.0,10.0,11.0,3.555
10.0,12.0,12.0,8.0,10.0,11.0,9.0,7.0,5.0,3.0,11.0,9.0,3.0,12.0,9.0,9.0,4.0,3.0,4.0,5.0,5.0,9.0,4.0,8.0,11.0,10.0,12.0,6.0,10.0,9.0,12.0,10.0,7.0,12.0,8.0,8.0,11.0,11.0,8.0,11.0,9.0,2.854
8.0,8.0,11.0,9.0,10.0,11.0,8.0,5.0,8.0,8.0,9.0,8.0,9.0,12.0,7.0,10.0,7.0,9.0,11.0,9.0,7.0,10.0,9.0,7.0,8.0,9.0,11.0,8.0,11.0,9.0,10.0,10.0,7.0,9.0,10.0,8.0,11.0,11.0,10.0,9.0,10.0,3.055
8.0,9.0,8.0,8.0,5.0,11.0,8.0,4.0,9.0,4.0,8.0,9.0,7.0,11.0,3.0,6.0,3.0,5.0,4.0,8.0,4.0,6.0,3.0,7.0,10.0,6.0,9.0,6.0,11.0,6.0,8.0,8.0,4.0,8.0,8.0,5.0,11.0,11.0,5.0,5.0,11.0,2.391
10.0,9.0,10.0,9.0,7.0,10.0,5.0,4.0,10.0,5.0,9.0,8.0,12.0,10.0,7.0,10.0,6.0,3.0,5.0,8.0,4.0,7.0,7.0,6.0,6.0,7.0,9.0,11.0,11.0,5.0,9.0,11.0,6.0,8.0,7.0,4.0,11.0,11.0,6.0,8.0,11.0,2.619
8.0,10.0,9.0,4.0,5.0,10.0,5.0,3.0,4.0,3.0,8.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,11.0,11.0,5.0,8.0,3.0,7.0,4.0,7.0,5.0,6.0,4.0,5.0,4.0,5.0,4.0,10.0,10.0,3.0,4.0,9.0,1.905
3.0,7.0,8.0,3.0,5.0,10.0,4.0,5.0,4.0,3.0,5.0,7.0,4.0,5.0,5.0,6.0,7.0,4.0,7.0,4.0,3.0,8.0,8.0,4.0,5.0,3.0,7.0,8.0,8.0,4.0,8.0,5.0,9.0,8.0,8.0,7.0,9.0,10.0,3.0,3.0,6.0,2.009
10.0,4.0,4.0,9.0,4.0,12.0,11.0,9.0,7.0,5.0,11.0,9.0,10.0,11.0,8.0,10.0,5.0,5.0,4.0,11.0,6.0,8.0,11.0,6.0,10.0,8.0,8.0,9.0,8.0,7.0,7.0,9.0,6.0,8.0,9.0,7.0,10.0,11.0,5.0,6.0,11.0,2.705
7.0,11.0,9.0,7.0,8.0,10.0,5.0,3.0,7.0,8.0,10.0,9.0,4.0,7.0,4.0,8.0,4.0,8.0,5.0,7.0,5.0,4.0,11.0,5.0,6.0,7.0,7.0,12.0,7.0,4.0,7.0,8.0,5.0,7.0,6.0,5.0,11.0,11.0,7.0,6.0,10.0,2.408
7.0,5.0,10.0,7.0,4.0,11.0,7.0,6.0,8.0,3.0,11.0,7.0,5.0,11.0,6.0,6.0,3.0,3.0,4.0,7.0,4.0,7.0,3.0,5.0,9.0,6.0,8.0,6.0,7.0,5.0,10.0,7.0,5.0,5.0,8.0,6.0,9.0,11.0,5.0,8.0,11.0,2.298
12.0,11.0,11.0,6.0,11.0,12.0,7.0,12.0,11.0,9.0,12.0,12.0,9.0,6.0,11.0,11.0,11.0,6.0,12.0,8.0,12.0,11.0,12.0,7.0,11.0,12.0,11.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,9.0,7.0,10.0,11.0,12.0,10.0,11.0,3.521
6.0,4.0,6.0,6.0,6.0,3.0,6.0,3.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.092
8.0,7.0,4.0,3.0,11.0,8.0,9.0,10.0,6.0,3.0,5.0,11.0,7.0,8.0,9.0,3.0,6.0,4.0,8.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,7.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,2.086
4.0,3.0,5.0,3.0,5.0,6.0,10.0,4.0,5.0,4.0,3.0,8.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,6.0,7.0,5.0,3.0,3.0,6.0,3.0,11.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,10.0,10.0,4.0,6.0,4.0,2.086
11.0,11.0,6.0,12.0,6.0,12.0,11.0,6.0,11.0,12.0,12.0,6.0,12.0,10.0,12.0,12.0,12.0,12.0,12.0,6.0,12.0,12.0,6.0,9.0,11.0,12.0,12.0,6.0,6.0,6.0,12.0,12.0,6.0,12.0,6.0,12.0,6.0,6.0,11.0,12.0,11.0,3.919
10.0,6.0,6.0,6.0,6.0,6.0,11.0,6.0,12.0,6.0,6.0,12.0,6.0,6.0,6.0,12.0,6.0,12.0,6.0,6.0,12.0,6.0,6.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,6.0,6.0,12.0,12.0,12.0,3.972
9.0,11.0,6.0,12.0,6.0,11.0,11.0,12.0,12.0,6.0,12.0,11.0,11.0,11.0,12.0,11.0,12.0,9.0,6.0,12.0,12.0,12.0,12.0,9.0,12.0,12.0,11.0,6.0,12.0,12.0,12.0,11.0,6.0,12.0,6.0,11.0,6.0,6.0,11.0,12.0,10.0,3.856
10.0,9.0,12.0,10.0,11.0,12.0,10.0,10.0,10.0,12.0,12.0,12.0,11.0,9.0,12.0,12.0,12.0,10.0,6.0,12.0,11.0,12.0,12.0,9.0,12.0,12.0,6.0,12.0,6.0,12.0,12.0,12.0,12.0,10.0,12.0,11.0,6.0,12.0,9.0,10.0,11.0,3.772
3.0,5.0,3.0,6.0,3.0,3.0,8.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.998
8.0,12.0,6.0,12.0,6.0,6.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,6.0,6.0,12.0,6.0,12.0,10.0,12.0,12.0,6.0,6.0,12.0,6.0,12.0,6.0,6.0,12.0,12.0,11.0,6.0,12.0,12.0,12.0,11.0,3.943
9.0,6.0,9.0,7.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,12.0,8.0,9.0,11.0,7.0,9.0,6.0,8.0,11.0,11.0,10.0,9.0,8.0,6.0,10.0,9.0,9.0,10.0,11.0,6.0,9.0,6.0,9.0,11.0,8.0,6.0,12.0,9.0,11.0,9.0,3.071
9.0,8.0,6.0,10.0,12.0,9.0,10.0,6.0,10.0,6.0,10.0,12.0,12.0,11.0,12.0,12.0,10.0,9.0,11.0,12.0,9.0,11.0,11.0,10.0,9.0,11.0,6.0,11.0,12.0,10.0,9.0,12.0,6.0,12.0,12.0,10.0,12.0,12.0,9.0,12.0,6.0,3.605
11.0,7.0,6.0,11.0,12.0,11.0,11.0,6.0,11.0,9.0,10.0,12.0,10.0,12.0,6.0,11.0,10.0,9.0,11.0,12.0,9.0,11.0,12.0,10.0,10.0,11.0,12.0,12.0,10.0,11.0,9.0,11.0,6.0,12.0,12.0,10.0,11.0,12.0,9.0,12.0,6.0,3.653
3.0,4.0,3.0,6.0,5.0,4.0,9.0,5.0,6.0,5.0,4.0,6.0,9.0,6.0,4.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,9.0,7.0,7.0,5.0,10.0,4.0,12.0,6.0,6.0,3.0,3.0,6.0,10.0,6.0,5.0,6.0,9.0,8.0,6.0,1.876
7.0,9.0,12.0,11.0,12.0,9.0,11.0,6.0,8.0,9.0,11.0,12.0,10.0,12.0,12.0,12.0,11.0,9.0,10.0,12.0,8.0,9.0,11.0,10.0,11.0,12.0,12.0,12.0,12.0,10.0,10.0,12.0,6.0,12.0,12.0,12.0,12.0,12.0,9.0,12.0,6.0,3.668
4.0,6.0,8.0,8.0,10.0,7.0,10.0,8.0,5.0,6.0,8.0,10.0,5.0,4.0,10.0,10.0,7.0,5.0,9.0,12.0,7.0,8.0,8.0,8.0,6.0,8.0,11.0,9.0,9.0,10.0,6.0,10.0,12.0,10.0,5.0,10.0,9.0,11.0,8.0,12.0,6.0,2.791
3.0,10.0,3.0,5.0,5.0,12.0,10.0,3.0,4.0,6.0,7.0,9.0,3.0,3.0,7.0,3.0,7.0,9.0,6.0,4.0,7.0,3.0,5.0,6.0,8.0,4.0,3.0,10.0,11.0,5.0,8.0,4.0,12.0,3.0,3.0,6.0,6.0,7.0,3.0,6.0,6.0,1.919
6.0,5.0,9.0,5.0,10.0,9.0,10.0,8.0,7.0,6.0,7.0,11.0,4.0,3.0,9.0,7.0,8.0,9.0,5.0,10.0,8.0,5.0,12.0,9.0,5.0,11.0,9.0,11.0,10.0,8.0,3.0,9.0,12.0,8.0,11.0,7.0,6.0,12.0,11.0,10.0,9.0,2.775
9.0,9.0,11.0,6.0,9.0,8.0,9.0,11.0,10.0,10.0,10.0,12.0,3.0,8.0,8.0,6.0,7.0,9.0,6.0,8.0,11.0,6.0,9.0,9.0,6.0,9.0,7.0,6.0,5.0,7.0,9.0,4.0,11.0,4.0,9.0,6.0,10.0,11.0,6.0,10.0,6.0,2.654
6.0,10.0,11.0,8.0,10.0,7.0,8.0,12.0,9.0,8.0,9.0,9.0,9.0,11.0,12.0,10.0,11.0,10.0,11.0,12.0,10.0,11.0,11.0,9.0,9.0,11.0,9.0,12.0,11.0,11.0,10.0,10.0,6.0,9.0,12.0,9.0,6.0,12.0,11.0,10.0,9.0,3.416
7.0,8.0,5.0,9.0,11.0,4.0,11.0,11.0,6.0,4.0,6.0,12.0,3.0,6.0,12.0,12.0,8.0,4.0,8.0,10.0,11.0,8.0,10.0,9.0,7.0,11.0,10.0,10.0,8.0,10.0,6.0,10.0,6.0,9.0,11.0,9.0,10.0,6.0,9.0,12.0,6.0,3.017
9.0,10.0,6.0,10.0,12.0,12.0,9.0,6.0,12.0,10.0,12.0,12.0,11.0,12.0,11.0,10.0,12.0,8.0,11.0,12.0,8.0,6.0,11.0,8.0,9.0,12.0,10.0,12.0,6.0,11.0,11.0,10.0,12.0,9.0,12.0,11.0,6.0,12.0,11.0,10.0,10.0,3.656
9.0,11.0,12.0,10.0,6.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,8.0,11.0,12.0,12.0,12.0,8.0,12.0,12.0,11.0,12.0,12.0,9.0,6.0,6.0,12.0,12.0,12.0,12.0,9.0,6.0,6.0,11.0,12.0,10.0,6.0,6.0,11.0,12.0,11.0,3.798
3.0,5.0,4.0,9.0,12.0,8.0,9.0,10.0,7.0,7.0,7.0,12.0,4.0,9.0,8.0,10.0,10.0,7.0,9.0,11.0,8.0,9.0,9.0,8.0,6.0,9.0,9.0,8.0,6.0,8.0,4.0,9.0,12.0,8.0,4.0,10.0,9.0,12.0,8.0,10.0,6.0,2.736
5.0,6.0,6.0,10.0,12.0,7.0,9.0,11.0,7.0,7.0,9.0,9.0,8.0,10.0,11.0,10.0,6.0,9.0,9.0,11.0,9.0,5.0,10.0,8.0,8.0,11.0,12.0,11.0,9.0,10.0,6.0,10.0,6.0,11.0,11.0,11.0,11.0,6.0,8.0,12.0,6.0,3.156
8.0,12.0,6.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,6.0,10.0,11.0,6.0,11.0,12.0,12.0,9.0,12.0,11.0,12.0,12.0,6.0,12.0,11.0,12.0,6.0,10.0,12.0,12.0,11.0,12.0,10.0,12.0,6.0,3.84
6.0,6.0,9.0,11.0,11.0,7.0,9.0,12.0,5.0,5.0,9.0,10.0,11.0,10.0,11.0,10.0,10.0,10.0,6.0,10.0,5.0,7.0,11.0,8.0,5.0,11.0,12.0,10.0,10.0,7.0,5.0,10.0,6.0,9.0,10.0,9.0,10.0,12.0,9.0,12.0,6.0,3.058
6.0,6.0,11.0,9.0,10.0,9.0,10.0,11.0,9.0,10.0,11.0,12.0,3.0,9.0,11.0,8.0,10.0,8.0,9.0,11.0,11.0,10.0,12.0,9.0,10.0,12.0,12.0,11.0,9.0,10.0,8.0,9.0,6.0,7.0,12.0,11.0,10.0,12.0,10.0,11.0,6.0,3.318
4.0,7.0,10.0,10.0,10.0,6.0,9.0,12.0,5.0,7.0,9.0,9.0,7.0,8.0,11.0,11.0,7.0,9.0,6.0,9.0,10.0,6.0,11.0,9.0,5.0,10.0,9.0,10.0,4.0,6.0,6.0,10.0,6.0,10.0,10.0,9.0,10.0,12.0,9.0,12.0,6.0,2.922
3.0,3.0,3.0,3.0,7.0,6.0,9.0,4.0,7.0,3.0,7.0,5.0,10.0,4.0,9.0,5.0,7.0,8.0,9.0,6.0,6.0,3.0,5.0,9.0,3.0,7.0,9.0,9.0,5.0,6.0,3.0,6.0,11.0,5.0,11.0,7.0,6.0,11.0,6.0,10.0,6.0,2.196
7.0,8.0,10.0,9.0,12.0,9.0,10.0,12.0,9.0,9.0,10.0,12.0,5.0,10.0,11.0,12.0,9.0,11.0,10.0,11.0,9.0,6.0,12.0,9.0,8.0,11.0,11.0,10.0,10.0,10.0,5.0,11.0,6.0,9.0,11.0,10.0,10.0,6.0,10.0,12.0,6.0,3.335
11.0,9.0,12.0,10.0,12.0,11.0,11.0,12.0,12.0,8.0,11.0,11.0,6.0,12.0,11.0,10.0,10.0,7.0,11.0,12.0,10.0,9.0,12.0,10.0,11.0,12.0,12.0,12.0,10.0,12.0,9.0,12.0,6.0,11.0,12.0,11.0,11.0,12.0,12.0,12.0,6.0,3.659
9.0,6.0,10.0,6.0,11.0,6.0,11.0,12.0,10.0,7.0,11.0,9.0,11.0,11.0,10.0,9.0,12.0,6.0,9.0,10.0,12.0,9.0,9.0,9.0,9.0,10.0,8.0,10.0,11.0,10.0,9.0,8.0,6.0,10.0,10.0,10.0,7.0,11.0,7.0,11.0,6.0,3.167
4.0,11.0,6.0,9.0,12.0,5.0,10.0,8.0,9.0,7.0,12.0,11.0,5.0,11.0,12.0,9.0,12.0,4.0,12.0,12.0,10.0,12.0,11.0,8.0,9.0,10.0,8.0,12.0,11.0,12.0,10.0,12.0,6.0,9.0,12.0,12.0,6.0,12.0,9.0,11.0,10.0,3.418
4.0,6.0,6.0,6.0,7.0,4.0,10.0,4.0,3.0,5.0,7.0,7.0,3.0,6.0,11.0,11.0,4.0,7.0,8.0,10.0,10.0,4.0,10.0,9.0,9.0,11.0,10.0,10.0,9.0,9.0,5.0,10.0,6.0,10.0,11.0,9.0,8.0,11.0,9.0,11.0,6.0,2.729
7.0,12.0,6.0,11.0,12.0,11.0,9.0,12.0,10.0,10.0,12.0,11.0,12.0,12.0,12.0,11.0,6.0,12.0,6.0,6.0,7.0,6.0,11.0,9.0,6.0,12.0,11.0,12.0,6.0,12.0,12.0,12.0,6.0,10.0,11.0,11.0,6.0,12.0,9.0,11.0,9.0,3.737
7.0,6.0,9.0,7.0,9.0,10.0,10.0,12.0,11.0,12.0,12.0,4.0,7.0,8.0,10.0,8.0,12.0,7.0,9.0,10.0,7.0,8.0,11.0,9.0,7.0,10.0,8.0,9.0,11.0,11.0,7.0,8.0,12.0,5.0,11.0,9.0,6.0,12.0,9.0,10.0,6.0,3.06
6.0,8.0,9.0,11.0,10.0,10.0,10.0,11.0,7.0,7.0,9.0,11.0,6.0,9.0,9.0,10.0,10.0,10.0,6.0,10.0,9.0,9.0,10.0,8.0,7.0,10.0,10.0,9.0,10.0,8.0,6.0,10.0,6.0,6.0,9.0,9.0,9.0,12.0,9.0,10.0,6.0,3.033
10.0,9.0,12.0,11.0,12.0,10.0,11.0,6.0,11.0,9.0,10.0,11.0,6.0,7.0,12.0,11.0,10.0,10.0,9.0,10.0,11.0,11.0,12.0,9.0,7.0,11.0,12.0,10.0,10.0,10.0,9.0,11.0,6.0,10.0,12.0,10.0,10.0,12.0,10.0,11.0,6.0,3.476
4.0,3.0,11.0,3.0,6.0,5.0,9.0,4.0,4.0,3.0,3.0,10.0,3.0,12.0,9.0,4.0,6.0,5.0,9.0,5.0,9.0,3.0,9.0,8.0,3.0,8.0,5.0,7.0,4.0,7.0,5.0,5.0,12.0,6.0,9.0,8.0,8.0,10.0,7.0,10.0,6.0,2.191
3.0,4.0,3.0,6.0,6.0,3.0,9.0,3.0,3.0,4.0,3.0,11.0,3.0,3.0,10.0,10.0,3.0,6.0,3.0,10.0,9.0,5.0,10.0,9.0,6.0,9.0,8.0,9.0,3.0,8.0,4.0,7.0,12.0,6.0,6.0,8.0,10.0,12.0,11.0,9.0,6.0,2.266
8.0,10.0,10.0,6.0,11.0,9.0,11.0,6.0,11.0,10.0,11.0,12.0,9.0,8.0,11.0,11.0,12.0,8.0,9.0,12.0,12.0,9.0,11.0,9.0,7.0,10.0,10.0,11.0,10.0,11.0,6.0,10.0,6.0,9.0,10.0,8.0,6.0,11.0,9.0,11.0,10.0,3.33
6.0,12.0,3.0,9.0,11.0,11.0,6.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,6.0,9.0,3.0,3.0,6.0,6.0,5.0,4.0,4.0,5.0,3.0,3.0,6.0,11.0,6.0,5.0,8.0,6.0,9.0,3.0,6.0,6.0,1.886
5.0,8.0,10.0,6.0,11.0,5.0,10.0,7.0,10.0,8.0,9.0,12.0,3.0,4.0,10.0,10.0,10.0,9.0,8.0,10.0,9.0,5.0,9.0,10.0,5.0,10.0,10.0,9.0,8.0,10.0,3.0,11.0,6.0,8.0,9.0,8.0,10.0,12.0,10.0,10.0,6.0,2.914
3.0,4.0,9.0,4.0,6.0,3.0,10.0,3.0,5.0,3.0,4.0,10.0,3.0,10.0,6.0,7.0,5.0,8.0,3.0,6.0,3.0,11.0,6.0,6.0,3.0,7.0,3.0,6.0,3.0,4.0,11.0,5.0,9.0,6.0,9.0,6.0,6.0,9.0,7.0,10.0,9.0,2.028
9.0,10.0,12.0,11.0,12.0,12.0,11.0,6.0,9.0,10.0,11.0,12.0,12.0,9.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,9.0,12.0,9.0,9.0,11.0,11.0,12.0,11.0,12.0,9.0,11.0,6.0,9.0,8.0,10.0,10.0,12.0,11.0,10.0,6.0,3.574
